roll,membrane,date,text
Roll A 6: 1349-50,Membr. 7,1350/06/28,"Pleas held before the Mayor, Aldermen and Sheriffs on Monday the eve of SS. Peter and Paul [29 June] A bill of complaint was read in which the Commonalty of the land (la Comune de la terre) (fn. 15) charged the Fusters of the City, viz. Geoffrey Owyt, John Dunmowe, Thomas Payn, Robert Payn, John de Enfeld, Walter Brok, John Payn and Peter Dunmowe, with forming a confederacy and agreeing not to sell a saddle-tree (arson), which used to cost 6d or 7d, for less than 2s or 30d, although the wood of which it was made cost only 3d. They complained further that the Fusters had agreed not to take any apprentices, with the intention of restricting the number of their mistery, so that they could control prices. They also agreed to sell their saddle-bows to foreigners, if they could not obtain their price among citizens, and they were about to buy a charter from the King restricting the trade to those persons who were now confederated, which would result in the decrease of the mistery. A similar confederacy had formerly existed among the lorimers in copper, of whom there were now only two left to serve the whole people. (F) The Fusters were attached to appear on Wednesday, when they pleaded not guilty, and one of them, Robert Payn, said he had taken an apprentice, Nicholas de Eston, and enrolled him within the last half year. On Friday a jury found that the Fusters were selling saddle-trees for 40d, though wood cost no more than formerly, that they had agreed in words, though not on oath, to raise the price of their work and to sell to foreigners if citizens would not buy, but that they were not guilty of refusing apprentices or seeking a charter. Judgment was given that they be committed to prison during the pleasure of the Mayor and Aldermen. (L) On Monday after the Feast of the Translation of St Thomas the Martyr [7 July] the above-mentioned Fusters came into court, when William Pykerel on behalf of the Saddlers of the City produced a bill purporting to be an agreement by the good men of the Commonalty of the land, who had prosecuted the Fusters. They suggested that owing to the mischief caused by the Pestilence during the last two years, a new scale of charges for goods supplied by the Fusters to the Saddlers should be adopted for a half year, one year or two years, and that prices should revert to the former level or even lower as times (le seclee) improved. They demanded further that all saddle-trees should be of good material, that the Fusters should take apprentices, and that they should not sell to foreigners so long as there was a sale among citizens. (F) After deliberating on these proposals of the Saddlers, the Fusters handed in a bill, in which they said that owing to a life of labour they were now feeble in strength, that they could not find apprentices or serving men to help them, and that at a time when they needed more comfort in the matter of food and clothing, conditions were so evil that the gallon of beer cost 2d instead of 1d, and other necessaries had also risen in like proportion. Consequently they could not sell at the prices suggested by the Saddlers, since they would be spending more in a year than they could earn in three. As regards selling to foreigners and citizens, they possessed the same rights as other freemen, and the proposals of the Saddlers were in prejudice of their liberties. They prayed the Mayor and Aldermen to accept a schedule of prices for certain kinds of saddle-trees. (F) After consideration, and putting aside the arguments of both the Saddlers and the Fusters, the Mayor and Aldermen ordained certain prices for three kinds of saddle-trees, which were to be paid until affairs improved. These prices were accepted both by the Saddlers and the Fusters, and the latter swore to observe them. (L) [Prices mentioned in the above dispute.]          Usual Price  Saddlers'  Fosters'  Price fixed    A saddle-tree (fn. 16) "" de cours ""with seat complete  8d  10d  2s  12d    A saddle-tree called ""liggere"" with seat complete  10d  12d  26d  15d    A saddle-tree called ""arson de poile (poille)""  14d   30d     A saddle-tree called ""maletree""  10d  12d  30d  16d    A saddle-tree called "" heukstree "" or "" for a heukstre""  10d  12d    A saddle-tree with an open seat  6d  12d    A saddle-tree for a ""courser""  16d  18d    A saddle-tree for ""destrers""  20d  2s    A saddle-tree for tournaments  20d  2s    A saddle-tree for jousts  6s 8d  8s"
Roll A 7: 1354-55,Membr. 1,1354/11/24,"Pleas held before Thomas Leggy, Mayor, on Monday before the Feast of S t Katherine [25 Nov.] A o 28 Edw. III [1354] Thomas de Mordon, chandler, was attached to answer a charge of forestalling the market (fn. 1). He was found guilty, by a jury of Billingsgate, of having bought a cargo of salt from a ship belonging to John Rous, merchant of Brabant, before market hours, the said ship then being moored to the quay, and of having paid one penny a bushel more for it than was charged by other merchants of the City. Judgment deferred. (L)"
Roll A 7: 1354-55,Membr. 1,1354/12/16,"Pleas held before the Mayor and Aldermen on Tuesday after the Feast of S t Lucia [13 Dec.] Thomas atte Hulle of Enfield, maltmonger, sued Simon de Rasne, armourer, for £4 4s 4d alleged to be due for malt purchased at Gracechurch. The defendant pleaded that all accounts between them were settled. A jury found that he had bought no malt from the plaintiff since the account. (L) Henry le Bakere was committed to Newgate at the suit of Thomas atte Hulle for 18s due under a bond made pursuant to the Statute of Smithfield. (L)"
Roll A 7: 1354-55,Membr. 1,1354/12/22,"Pleas held before the Mayor and Aldermen on Monday after the Feast of S t Thomas the Apostle [21 Dec] A o 28 Edw. III [1354] John de Strattone was attached to answer the King and the Sheriffs on a charge of having assaulted the Sheriffs' (fn. 2) officers, Robert de Nabourne and John Dyn, who had requisitioned the defendant's cart to carry certain robes from the King's Wardrobe to the manor of ""Hampstede Marchal (fn. 3)."" He pleaded guilty and was committed to prison until etc. (L) Robert de Caxtone, butcher, was attached to answer the Commonalty and the Sheriffs on a charge of having bought 12 pigs in West Smithfield and immediately sold them again (fn. 4) contrary to the custom and the statutes of the City. A jury was summoned. (L)"
Roll A 7: 1354-55,Membr. 1b,1354/12/22,"Richard de Stanford, ""dighere,"" and Alice his wife were attached to answer a charge of having forcibly entered the house of John de Bergholte, carpenter, and carried off Agnes, daughter of the late Stephen atte Holte, his ward, as well as certain silver vessels, jewels, wool and linen value £10 belonging to the above John. The defendants pleaded not guilty, and a jury found a verdict for them. (L)"
Roll A 7: 1354-55,Membr. 1b,1355/01/09,"On Friday after the Epiphany [6 Jan.] Ao 28 Edw. III [1354-5] the above Agnes was for certain causes placed under the guardianship of William de Ockham, cordwainer, by order of the Mayor and Aldermen until the Court should make other arrangements. (L)"
Roll A 7: 1354-55,Membr. 1b,1355/01/14,"Pleas held before the Mayor, Aldermen and Sheriffs on Wednesday after the Feast of S t Hilary [13 Jan.] A o 28 Edw. III [1354-5] Henry Lyrpol, goldsmith, was attached to answer the Commonalty of the City and William de Burton and William de Berkyngg, Wardens of the mistery of Goldsmiths, on a charge of using counterfeit metal in his craft, to wit, a bar of false metal for the harness of a girdle, a seal of the same, and two small plates for cups, all of which metal was counterfeit for silver. The defendant admitted that the seal was false, but alleged that the bar was silver, and denied that the plates were found in his possession. He was found guilty by a jury of the whole craft of Goldsmiths and was forbidden to follow his trade in the City and suburbs for six months. The false metal was deposited in a little linen bag, sealed with the seal of the above Wardens, and entrusted to Thomas de Walden, Chamberlain. (L)"
Roll A 7: 1354-55,Membr. 1b,1355/01/26,"Pleas held before the Mayor and Aldermen on Monday after the Feast of the Conversion of S t Paul [25 Jan.] A o 29 Edw. III [1354-5] William Kyng, butcher, complained that Walter, son of Roger Waleys of Grenfeld co. Beds, who was bound to him by a nine years' apprenticeship, had left his service before his term was completed. The apprentice pleaded that his master was unable to supply him with necessaries, as laid down in the indentures, and gave him leave to serve whom he would. A jury found for the apprentice. Judgment was deferred that the Court might be advised, and meanwhile the parties were counselled to come to an agreement. The indentures of apprenticeship were delivered to the Chamberlain until etc. (L) Thomas Austyn, William Kyng and Laurence de Chippenham, butchers, were committed to prison, in accordance with the Statute of Smithfield, for debts due to John de Odyerne and John atte Stone. (L)"
Roll A 7: 1354-55,Membr. 2,1355/01/15,"A schedule of goods and chattels, taken as pledges by Thomas Broun and the other collectors, Ao 28 Edw. III [1354-5] and appraised on Thursday after the Feast of St Hilary [13 Jan.] the same year.         From  Weighing  For Workmanship  Total    John de Rothyng, 1 silver cup  30s and  6s  36s    William Brangweyne, 1 piece of silver  13s 4d  2s 8d  16s    Zanabi Chaungeour, 1 spicedish and 4 pieces  71s 8d  14s  £4 5s 8d    Wynde Lombard, 2 pieces of silver  20s  4s  24s    Gilbert Steindrop, 2 ""bolles,"" 2 covercles  70s  17s  £4 7s    William Dalby, 3 mazers (fn. 5), 1 godet (fn. 6)     30s    William Fazantdes, 2 mazers    5s    Valuers: William Tyngwyk and Thomas Bamme, goldsmiths     John Burgeys, 2 cloths of raye  7 marks    1 cloth "" steynnet (fn. 7) ""  30s    Hugh de Waltham, 1 cloth of ray  24s    Valuers: John de York and Philip Taillour, drapers    William de Wykham, 7 ""potes dareym (fn. 8) ""  14s    William Arnold, vintner, 1 ""bacyn"" and 1 ""lavour (fn. 9) ""  8s    John Barnet, mason, 1 basin and 1 laver  2s 6d    William de Stoke, 1 laver of pewter  4s    William Chaundeler, 2 pewter ""potzs,"" 1 hanging laver, 2 basins and 1 laver  9s 6d    John Moncoy, 1 basin  6s    John Whelere, 1 ""paiele,"" 2 basins, 2 lavers  3s 6d    John Fesaunt, 2 pewter pots, 1 ""paiele,"" 1 ""dudde (fn. 10) ""  10s    Valuers: William Foundour and John Beste    John Peutre, 38 ""keverchiefs relusauncz (fn. 11) ""  £6 6s 8d    Simon de Lycoln, 1 piece of wax ""de Pollane (fn. 12),"" weighing 214 lbs, at 47s the cwt.    William Cosyn, 1 piece of wax ""de lubik (fn. 13),"" weighing 252 lbs, at 44s the cwt.    Valuers: Thomas Mordale and Thomas de Cavendish (F)   William de Greyngham, serjeant, was ordered to summon the above persons to redeem these pledges within a fortnight. (L) Note that there remained in the hands of John Deynes and the other collectors of the fifteenth a sum of £61 2s ad, out of which they paid £11 16s 8d to the labourers working in the Tower Ditch by order of Adam Fraunceys late Mayor, and £30 15s 2d to the Chamberlain, leaving a sum of £18 10s 4d still in their hands. (L) A fine of 10s was paid into the King's Exchequer for William Doget, vintner, who had sold 20 gallons of red wine for more than 6d a gallon contrary to the proclamation. Previously Robert Furneux, fishmonger, William Turk, fishmonger, and John de Hatfeld, Warden of London Bridge, had entered into recognizances of £15 for the payment of any sums due from the said William Doget. (L)"
Roll A 7: 1354-55,Membr. 2b,1355/01/15,"A schedule of the names of the sub-collectors of taxes for the Wards of Bridge, Tower, Broad Street and Cheap, with the sums of money which they had in hand for the purpose of cleansing the Tower Ditch. (L)"
Roll A 7: 1354-55,Membr. 3,1355/02/24,"Pleas held before the Mayor and Aldermen on Tuesday after the Feast of S t Peter in Cathedra [22 Feb.] A o 29 Edw. III [1354-5] William Dalman was convicted and committed to prison for selling beer at 2d the gallon, instead of 1½d, contrary to the proclamations. (L) Walter de Wyrchestre, William Sevenesterre, John de Stratton, John atte Noke and William West, brewers, were committed to prison for similar offences. (L) John de Pykenham and John de Graveneye pleaded guilty of forestalling malt, which they bought at Billingsgate from Robert Harriesone, master of the ship ""Seynte Marie"" of Grimsby. Judgment deferred. (L)"
